Chatty,Safety,Punctuality,Friendliness,Comfortability,UTT,Class_Given
1,5,3,1,4,20,Chatty
,,,,,,
4,1,0,3,1,30,Chatty
,,,,,,
3,5,1,2,2,25,Chatty
,,,,,,
4,1,1,3,3,10,Chatty
,,,,,,
4,5,1,3,3,15,Chatty
,,,,,,
0,3,3,0,5,10,Chatty
,,,,,,
4,3,1,0,3,10,Chatty
,,,,,,
1,2,4,1,0,30,Chatty
,,,,,,
4,4,2,1,4,20,Chatty
,,,,,,
3,1,0,5,1,15,Chatty
,,,,,,
0,1,2,1,4,30,Chatty
,,,,,,
5,2,0,1,4,20,Chatty
,,,,,,
5,1,4,1,3,10,Chatty
,,,,,,
1,2,3,5,2,20,Chatty
,,,,,,
1,3,3,3,0,15,Chatty
,,,,,,
4,2,0,2,2,15,Chatty
,,,,,,
3,3,0,1,2,30,Chatty
,,,,,,
4,0,3,3,2,20,Chatty
,,,,,,
3,4,1,2,5,25,Chatty
,,,,,,
0,3,4,3,3,20,Chatty
,,,,,,
1,4,0,2,1,10,Chatty
,,,,,,
3,2,1,5,3,30,Chatty
,,,,,,
2,2,1,0,2,20,Chatty
,,,,,,
5,1,5,2,4,20,Chatty
,,,,,,
1,5,4,2,3,20,Chatty
,,,,,,
5,0,1,3,0,10,Chatty
,,,,,,
5,1,5,5,5,15,Chatty
,,,,,,
3,0,1,1,1,30,Chatty
,,,,,,
3,0,2,0,1,20,Chatty
,,,,,,
4,1,2,5,4,30,Chatty
,,,,,,
5,0,0,5,4,20,Chatty
,,,,,,
1,5,0,3,4,20,Chatty
,,,,,,
4,2,3,4,0,15,Chatty
,,,,,,
5,3,5,1,5,30,Chatty
,,,,,,
1,5,0,5,0,30,Chatty
,,,,,,
3,1,2,3,0,30,Chatty
,,,,,,
3,5,5,3,0,25,Chatty
,,,,,,
1,1,2,3,2,30,Chatty
,,,,,,
3,0,2,2,0,10,Chatty
,,,,,,
1,5,1,3,0,30,Chatty
,,,,,,
4,2,2,4,0,20,Chatty
,,,,,,
1,3,0,0,5,25,Chatty
,,,,,,
1,4,4,3,0,30,Chatty
,,,,,,
3,1,4,0,5,30,Chatty
,,,,,,
1,4,4,4,4,20,Chatty
,,,,,,
2,1,3,2,3,15,Chatty
,,,,,,
3,4,4,2,5,15,Chatty
,,,,,,
0,4,4,5,1,30,Chatty
,,,,,,
4,4,3,1,5,20,Chatty
,,,,,,
4,5,0,4,0,30,Chatty
,,,,,,
4,0,2,5,0,30,Chatty
,,,,,,
2,5,2,5,4,25,Chatty
,,,,,,
3,5,2,0,5,20,Chatty
,,,,,,
0,3,0,0,1,30,Chatty
,,,,,,
1,3,2,0,4,10,Chatty
,,,,,,
4,2,3,5,0,30,Chatty
,,,,,,
4,3,5,5,4,15,Chatty
,,,,,,
5,3,4,2,4,20,Chatty
,,,,,,
2,2,5,0,4,25,Chatty
,,,,,,
2,3,4,4,0,30,Chatty
,,,,,,
2,2,0,3,3,30,Chatty
,,,,,,
0,2,5,5,2,15,Chatty
,,,,,,
4,2,0,4,3,30,Chatty
,,,,,,
0,1,4,5,1,30,Chatty
,,,,,,
2,1,1,5,4,10,Chatty
,,,,,,
0,2,4,0,2,25,Chatty
,,,,,,
1,3,5,1,5,30,Chatty
,,,,,,
2,4,3,4,0,10,Chatty
,,,,,,
2,1,4,0,4,15,Chatty
,,,,,,
5,4,3,1,5,25,Chatty
,,,,,,
1,4,0,2,1,20,Chatty
,,,,,,
3,1,0,1,1,25,Chatty
,,,,,,
0,4,1,1,4,25,Chatty
,,,,,,
1,5,4,3,1,25,Chatty
,,,,,,
1,0,2,3,3,15,Chatty
,,,,,,
0,2,3,0,4,30,Chatty
,,,,,,
1,4,2,2,1,20,Chatty
,,,,,,
0,1,4,5,3,30,Chatty
,,,,,,
3,5,0,2,3,25,Chatty
,,,,,,
1,2,3,0,3,10,Chatty
,,,,,,
2,2,0,2,0,15,Chatty
,,,,,,
4,4,2,1,2,20,Chatty
,,,,,,
4,4,2,5,4,25,Chatty
,,,,,,
4,1,4,1,1,10,Chatty
,,,,,,
5,1,3,5,0,10,Chatty
,,,,,,
3,1,0,0,3,10,Chatty
,,,,,,
0,1,5,1,1,10,Chatty
,,,,,,
4,1,1,4,0,10,Chatty
,,,,,,
0,1,4,0,1,25,Chatty
,,,,,,
4,4,4,4,4,25,Chatty
,,,,,,
0,5,2,1,3,25,Chatty
,,,,,,
1,2,1,5,0,30,Chatty
,,,,,,
4,3,0,5,0,25,Chatty
,,,,,,
3,3,3,1,3,20,Chatty
,,,,,,
4,1,3,5,5,30,Chatty
,,,,,,
1,5,3,4,1,10,Chatty
,,,,,,
0,5,2,0,1,10,Chatty
,,,,,,
3,0,5,4,0,30,Chatty
,,,,,,
1,1,4,1,5,25,Chatty
,,,,,,
2,1,3,3,2,10,Chatty
,,,,,,
5,4,1,4,4,15,Chatty
,,,,,,
0,1,1,2,1,30,Chatty
,,,,,,
1,0,5,1,2,10,Chatty
,,,,,,
1,0,5,3,4,10,Chatty
,,,,,,
0,4,5,0,1,15,Chatty
,,,,,,
1,2,1,0,3,15,Chatty
,,,,,,
2,4,4,3,4,30,Chatty
,,,,,,
1,4,5,0,0,25,Chatty
,,,,,,
3,5,5,5,2,20,Chatty
,,,,,,
3,3,2,3,0,10,Chatty
,,,,,,
4,5,5,4,1,20,Chatty
,,,,,,
1,0,2,5,3,15,Chatty
,,,,,,
3,1,3,0,4,25,Chatty
,,,,,,
1,0,2,2,4,25,Chatty
,,,,,,
1,4,3,4,3,15,Chatty
,,,,,,
5,2,4,1,4,20,Chatty
,,,,,,
1,0,3,3,5,30,Chatty
,,,,,,
3,5,5,5,2,30,Chatty
,,,,,,
1,5,1,5,1,25,Chatty
,,,,,,
3,5,1,4,0,30,Chatty
,,,,,,
0,3,5,3,1,30,Chatty
,,,,,,
1,5,4,2,0,10,Chatty
,,,,,,
5,4,4,3,0,15,Chatty
,,,,,,
2,2,3,1,2,10,Chatty
,,,,,,
2,1,0,4,2,25,Chatty
,,,,,,
3,1,2,3,5,15,Chatty
,,,,,,
5,4,4,0,1,20,Chatty
,,,,,,
3,1,3,1,3,15,Chatty
,,,,,,
1,3,1,5,0,10,Chatty
,,,,,,
2,1,0,5,0,30,Chatty
,,,,,,
2,1,2,0,4,10,Chatty
,,,,,,
0,2,5,0,2,15,Chatty
,,,,,,
1,1,1,4,1,15,Chatty
,,,,,,
5,2,2,1,0,20,Chatty
,,,,,,
0,1,0,5,1,15,Chatty
,,,,,,
3,5,3,4,3,10,Chatty
,,,,,,
1,5,1,2,4,10,Chatty
,,,,,,
2,5,0,4,0,30,Chatty
,,,,,,
3,2,1,1,2,10,Chatty
,,,,,,
0,3,3,2,0,25,Chatty
,,,,,,
3,4,0,4,4,30,Chatty
,,,,,,
1,5,5,1,2,10,Chatty
,,,,,,
2,3,1,4,2,20,Chatty
,,,,,,
1,5,3,5,1,10,Chatty
,,,,,,
4,4,3,1,3,20,Chatty
,,,,,,
3,4,0,3,1,25,Chatty
,,,,,,
4,1,1,1,2,30,Chatty
,,,,,,
4,1,5,3,5,30,Chatty
,,,,,,
0,0,4,4,0,25,Chatty
,,,,,,
2,3,3,2,0,20,Chatty
,,,,,,
4,3,4,5,1,10,Chatty
,,,,,,
5,3,0,4,5,20,Chatty
,,,,,,
3,1,3,1,5,15,Chatty
,,,,,,
0,1,5,0,2,10,Chatty
,,,,,,
5,5,1,5,2,20,Chatty
,,,,,,
1,0,1,2,0,10,Chatty
,,,,,,
3,2,0,0,0,10,Chatty
,,,,,,
3,5,0,5,5,10,Chatty
,,,,,,
1,3,2,1,0,30,Chatty
,,,,,,
3,4,1,4,3,15,Chatty
,,,,,,
5,3,0,2,5,25,Chatty
,,,,,,
3,4,5,0,4,10,Chatty
,,,,,,
0,4,1,5,2,30,Chatty
,,,,,,
0,1,0,5,0,15,Chatty
,,,,,,
4,2,4,1,4,30,Chatty
,,,,,,
5,3,1,0,3,30,Chatty
,,,,,,
4,4,3,5,3,20,Chatty
,,,,,,
1,4,5,1,4,10,Chatty
,,,,,,
1,5,4,3,2,15,Chatty
,,,,,,
0,1,2,3,5,15,Chatty
,,,,,,
2,2,0,0,3,15,Chatty
,,,,,,
1,5,0,1,4,15,Chatty
,,,,,,
0,5,4,3,0,25,Chatty
,,,,,,
2,0,2,1,0,25,Chatty
,,,,,,
0,4,2,2,0,20,Chatty
,,,,,,
5,2,1,5,4,15,Chatty
,,,,,,
2,4,1,4,2,25,Chatty
,,,,,,
3,0,1,1,0,30,Chatty
,,,,,,
1,0,2,1,4,10,Chatty
,,,,,,
3,0,2,3,3,15,Chatty
,,,,,,
4,3,1,5,3,30,Chatty
,,,,,,
4,3,5,4,3,25,Chatty
,,,,,,
0,5,4,3,5,15,Chatty
,,,,,,
3,4,0,4,5,15,Chatty
,,,,,,
5,0,2,2,1,10,Chatty
,,,,,,
0,4,4,5,1,15,Chatty
,,,,,,
3,3,4,0,0,30,Chatty
,,,,,,
2,3,2,2,2,25,Chatty
,,,,,,
1,1,2,1,2,15,Chatty
,,,,,,
0,4,1,4,1,25,Chatty
,,,,,,
4,3,0,2,2,25,Chatty
,,,,,,
1,3,3,1,5,20,Chatty
,,,,,,
3,2,5,2,5,15,Chatty
,,,,,,
0,1,5,5,2,25,Chatty
,,,,,,
1,4,0,3,1,15,Chatty
,,,,,,
2,4,4,2,5,30,Chatty
,,,,,,
1,0,4,0,1,10,Chatty
,,,,,,
1,1,5,0,3,20,Chatty
,,,,,,
1,3,1,0,5,15,Chatty
,,,,,,
5,2,3,0,4,10,Chatty
,,,,,,
5,0,0,1,5,20,Chatty
,,,,,,
1,5,4,2,5,25,Chatty
,,,,,,
0,3,3,0,3,15,Chatty
,,,,,,
2,2,4,1,3,25,Chatty
,,,,,,
4,2,5,1,3,15,Chatty
,,,,,,
4,3,4,3,5,15,Chatty
,,,,,,
2,5,2,3,1,10,Chatty
,,,,,,
5,3,5,3,1,15,Chatty
,,,,,,
3,1,3,4,0,20,Chatty
,,,,,,
3,3,1,1,4,15,Chatty
,,,,,,
4,3,5,2,3,25,Chatty
,,,,,,
2,1,2,0,0,20,Chatty
,,,,,,
5,3,0,4,2,10,Chatty
,,,,,,
4,2,3,4,1,20,Chatty
,,,,,,
1,0,0,2,5,25,Chatty
,,,,,,
2,1,3,4,3,25,Chatty
,,,,,,
3,4,0,4,2,20,Chatty
,,,,,,
3,3,3,3,5,10,Chatty
,,,,,,
0,0,5,0,4,20,Chatty
,,,,,,
3,1,5,0,0,10,Chatty
,,,,,,
3,0,5,4,5,10,Chatty
,,,,,,
2,2,2,5,3,15,Chatty
,,,,,,
0,3,3,4,4,15,Chatty
,,,,,,
3,1,2,3,0,20,Chatty
,,,,,,
5,2,0,4,1,10,Chatty
,,,,,,
3,3,3,2,3,20,Chatty
,,,,,,
3,0,1,1,4,15,Chatty
,,,,,,
1,0,0,4,2,10,Chatty
,,,,,,
1,3,5,4,5,30,Chatty
,,,,,,
5,4,0,3,2,30,Chatty
,,,,,,
4,0,4,5,2,20,Chatty
,,,,,,
0,0,2,0,5,20,Chatty
,,,,,,
5,0,1,2,2,15,Chatty
,,,,,,
4,4,4,1,2,25,Chatty
,,,,,,
0,1,3,0,1,25,Chatty
,,,,,,
4,4,1,2,5,10,Chatty
,,,,,,
0,0,1,5,4,10,Chatty
,,,,,,
3,2,4,0,3,20,Chatty
,,,,,,
1,2,3,0,3,10,Chatty
,,,,,,
3,3,0,1,4,20,Chatty
,,,,,,
2,5,2,1,0,10,Chatty
,,,,,,
1,3,1,1,2,15,Chatty
,,,,,,
1,1,4,1,2,30,Chatty
,,,,,,
3,2,0,3,3,30,Chatty
,,,,,,
5,2,0,3,2,30,Chatty
,,,,,,
4,0,5,5,3,15,Chatty
,,,,,,
3,2,0,0,0,15,Chatty
,,,,,,
1,4,2,1,1,25,Chatty
,,,,,,
2,2,1,1,0,30,Chatty
,,,,,,
1,1,4,1,0,10,Chatty
,,,,,,
1,5,2,1,1,15,Chatty
,,,,,,
5,0,4,2,1,10,Chatty
,,,,,,
3,1,4,4,2,30,Chatty
,,,,,,
2,0,2,4,0,25,Chatty
,,,,,,
1,2,5,0,0,25,Chatty
,,,,,,
2,5,3,0,4,25,Chatty
,,,,,,
5,0,3,2,2,20,Chatty
,,,,,,
3,2,4,1,3,25,Chatty
,,,,,,
0,0,5,3,4,20,Chatty
,,,,,,
3,2,4,4,2,10,Chatty
,,,,,,
1,3,5,2,3,20,Chatty
,,,,,,
2,3,5,4,5,25,Chatty
,,,,,,
4,4,5,3,1,30,Chatty
,,,,,,
4,1,4,0,3,25,Chatty
,,,,,,
3,5,2,1,0,10,Chatty
,,,,,,
5,4,5,0,1,30,Chatty
,,,,,,
4,5,4,0,2,30,Chatty
,,,,,,
4,2,3,5,3,20,Chatty
,,,,,,
2,2,4,4,5,15,Chatty
,,,,,,
5,4,0,3,5,25,Chatty
,,,,,,
3,0,5,5,1,15,Punctuality
,,,,,,
2,4,4,2,0,10,Punctuality
,,,,,,
5,4,4,4,4,10,Punctuality
,,,,,,
5,0,1,1,3,25,Chatty
,,,,,,
3,4,1,4,1,25,Punctuality
,,,,,,
5,0,5,0,5,20,Punctuality
,,,,,,
3,3,3,1,0,20,Punctuality
,,,,,,
1,3,5,1,1,25,Punctuality
,,,,,,
4,2,5,1,4,15,Punctuality
,,,,,,
1,0,0,1,1,15,Punctuality
,,,,,,
5,3,2,1,3,10,Punctuality
,,,,,,
0,2,1,2,4,10,Punctuality
,,,,,,
5,1,2,1,3,10,Chatty
,,,,,,
3,5,1,0,4,10,Chatty
,,,,,,
5,5,3,4,2,25,Chatty
,,,,,,
2,4,2,1,2,15,Chatty
,,,,,,
5,5,1,0,1,20,Chatty
,,,,,,
3,5,5,3,5,25,Chatty
,,,,,,
4,5,3,1,3,20,Chatty
,,,,,,
0,4,1,3,0,25,Chatty
,,,,,,
5,1,3,1,2,25,Chatty
,,,,,,
5,4,5,1,4,30,Chatty
,,,,,,
0,1,0,2,0,15,Chatty
,,,,,,
0,3,2,4,3,30,Chatty
,,,,,,
0,1,4,1,4,20,Chatty
,,,,,,
4,5,5,2,1,25,Chatty
,,,,,,
0,3,5,2,2,10,Chatty
,,,,,,
5,2,5,5,3,10,Chatty
,,,,,,
3,5,3,5,5,25,Chatty
,,,,,,
0,4,2,5,4,15,Chatty
,,,,,,
2,1,2,0,5,30,Chatty
,,,,,,
5,2,4,3,2,20,Chatty
,,,,,,
2,2,3,0,1,20,Chatty
,,,,,,
1,3,4,1,1,25,Chatty
,,,,,,
5,1,0,5,1,10,Chatty
,,,,,,
0,2,0,3,0,10,Chatty
,,,,,,
0,2,4,0,1,10,Chatty
,,,,,,
3,4,5,5,5,15,Chatty
,,,,,,
1,5,2,3,2,20,Chatty
,,,,,,
3,2,5,0,1,30,Chatty
,,,,,,
0,1,5,1,1,20,Chatty
,,,,,,
2,2,4,0,4,20,Chatty
,,,,,,
3,1,1,2,0,25,Chatty
,,,,,,
0,0,4,4,3,10,Chatty
,,,,,,
2,4,0,1,3,15,Chatty
,,,,,,
3,1,1,2,5,20,Chatty
,,,,,,
5,0,1,3,4,25,Chatty
,,,,,,
3,0,4,3,4,25,Chatty
,,,,,,
1,5,1,4,5,10,Chatty
,,,,,,
5,2,3,4,3,15,Chatty
,,,,,,
1,3,3,1,1,10,Chatty
,,,,,,
4,1,1,3,1,15,Chatty
,,,,,,
2,0,4,2,3,10,Chatty
,,,,,,
5,4,5,2,0,20,Chatty
,,,,,,
3,1,3,5,4,20,Chatty
,,,,,,
4,4,4,1,4,25,Chatty
,,,,,,
3,2,5,5,4,30,Chatty
,,,,,,
5,4,0,4,2,30,Chatty
,,,,,,
0,1,4,3,4,15,Chatty
,,,,,,
0,4,0,5,4,20,Chatty
,,,,,,
0,5,1,5,0,20,Chatty
,,,,,,
0,4,2,3,1,30,Chatty
,,,,,,
0,0,1,5,5,15,Chatty
,,,,,,
5,0,4,1,5,25,Chatty
,,,,,,
4,3,3,3,5,30,Chatty
,,,,,,
1,5,2,2,0,25,Chatty
,,,,,,
0,1,3,3,4,15,Chatty
,,,,,,
4,5,3,2,4,10,Chatty
,,,,,,
3,2,2,0,2,20,Chatty
,,,,,,
1,2,5,1,1,25,Chatty
,,,,,,
3,2,0,3,1,15,Chatty
,,,,,,
4,0,5,5,5,30,Chatty
,,,,,,
4,1,0,1,4,10,Chatty
,,,,,,
3,0,5,2,4,20,Chatty
,,,,,,
4,2,0,3,2,10,Chatty
,,,,,,
4,4,0,0,0,15,Chatty
,,,,,,
4,3,0,4,5,25,Chatty
,,,,,,
0,1,0,0,4,15,Chatty
,,,,,,
3,4,1,3,0,30,Chatty
,,,,,,
5,3,0,2,5,10,Chatty
,,,,,,
3,3,5,4,4,15,Chatty
,,,,,,
0,4,1,3,4,25,Chatty
,,,,,,
2,1,3,2,1,25,Chatty
,,,,,,
5,5,1,5,2,25,Chatty
,,,,,,
5,3,2,0,2,10,Chatty
,,,,,,
2,5,1,5,2,20,Chatty
,,,,,,
0,0,5,2,5,30,Chatty
,,,,,,
3,1,5,0,0,20,Chatty
,,,,,,
2,3,0,3,2,15,Chatty
,,,,,,
3,1,4,0,1,15,Chatty
,,,,,,
2,2,0,4,1,15,Chatty
,,,,,,
2,0,0,4,4,10,Punctuality
,,,,,,
2,3,2,1,5,10,Punctuality
,,,,,,
1,2,5,0,2,15,Punctuality
,,,,,,
2,4,1,2,0,20,Punctuality
,,,,,,
0,2,5,4,3,15,Punctuality
,,,,,,
5,2,4,0,2,20,Punctuality
,,,,,,
4,1,0,0,5,10,Punctuality
,,,,,,
2,3,4,5,5,30,Punctuality
,,,,,,
5,1,2,3,2,30,Punctuality
,,,,,,
1,1,3,5,1,25,Punctuality
,,,,,,
5,1,4,2,4,30,Chatty
,,,,,,
4,1,5,3,5,25,Punctuality
,,,,,,
2,3,2,3,5,30,Punctuality
,,,,,,
3,2,3,3,4,10,Punctuality
,,,,,,
5,3,3,3,5,15,Chatty
,,,,,,
5,1,2,2,2,15,Chatty
,,,,,,
1,3,2,5,5,20,Chatty
,,,,,,
3,0,3,0,5,30,Chatty
,,,,,,
3,2,3,3,5,25,Chatty
,,,,,,
5,2,2,4,2,25,Chatty
,,,,,,
4,1,5,1,5,10,Chatty
,,,,,,
2,4,3,0,3,10,Chatty
,,,,,,
3,4,2,3,5,25,Chatty
,,,,,,
0,5,4,2,3,10,Chatty
,,,,,,
3,0,0,3,3,10,Chatty
,,,,,,
2,2,4,2,4,30,Chatty
,,,,,,
3,2,2,0,0,25,Chatty
,,,,,,
1,2,0,3,1,25,Chatty
,,,,,,
1,5,2,4,5,10,Chatty
,,,,,,
1,3,4,4,2,25,Chatty
,,,,,,
2,4,4,4,0,10,Chatty
,,,,,,
5,4,2,5,3,10,Chatty
,,,,,,
5,4,5,0,5,20,Chatty
,,,,,,
2,1,3,0,2,15,Chatty
,,,,,,
1,5,0,0,5,20,Chatty
,,,,,,
3,5,3,2,2,10,Chatty
,,,,,,
2,5,3,1,4,15,Chatty
,,,,,,
0,5,0,2,1,30,Chatty
,,,,,,
1,4,5,0,4,30,Chatty
,,,,,,
1,2,1,2,4,25,Chatty
,,,,,,
1,4,1,2,5,30,Chatty
,,,,,,
2,3,1,5,3,30,Chatty
,,,,,,
1,5,2,0,2,15,Chatty
,,,,,,
4,3,1,2,0,30,Chatty
,,,,,,
5,3,2,1,3,20,Chatty
,,,,,,
1,2,5,2,2,25,Chatty
,,,,,,
0,2,0,4,0,20,Chatty
,,,,,,
1,2,5,4,0,25,Chatty
,,,,,,
2,0,3,1,1,20,Chatty
,,,,,,
0,4,2,0,4,30,Chatty
,,,,,,
2,1,4,3,3,20,Chatty
,,,,,,
3,4,2,4,3,15,Chatty
,,,,,,
4,1,2,2,1,10,Chatty
,,,,,,
5,0,0,1,2,15,Chatty
,,,,,,
1,2,2,1,2,10,Chatty
,,,,,,
5,2,3,2,1,15,Chatty
,,,,,,
3,2,4,2,2,25,Chatty
,,,,,,
3,3,3,4,2,30,Chatty
,,,,,,
5,2,0,3,1,10,Chatty
,,,,,,
0,1,2,5,3,15,Chatty
,,,,,,
0,3,0,3,2,25,Chatty
,,,,,,
5,4,5,4,3,10,Chatty
,,,,,,
5,3,3,4,1,15,Chatty
,,,,,,
0,4,1,2,4,10,Chatty
,,,,,,
1,3,1,0,5,25,Chatty
,,,,,,
3,4,4,2,3,30,Chatty
,,,,,,
1,1,3,4,2,15,Chatty
,,,,,,
5,3,0,5,2,20,Chatty
,,,,,,
3,3,5,3,4,25,Chatty
,,,,,,
2,2,5,1,0,30,Chatty
,,,,,,
1,3,0,2,5,10,Chatty
,,,,,,
2,5,5,5,3,10,Chatty
,,,,,,
5,4,3,4,5,25,Chatty
,,,,,,
4,2,5,4,3,30,Chatty
,,,,,,
5,4,3,4,0,30,Chatty
,,,,,,
0,2,5,1,1,15,Chatty
,,,,,,
3,0,4,1,1,15,Chatty
,,,,,,
3,2,2,4,4,10,Chatty
,,,,,,
2,1,1,3,5,20,Chatty
,,,,,,
5,3,2,4,2,25,Chatty
,,,,,,
2,2,0,0,2,10,Chatty
,,,,,,
5,3,2,1,0,15,Chatty
,,,,,,
5,0,5,2,2,10,Chatty
,,,,,,
2,3,3,3,5,15,Chatty
,,,,,,
2,2,1,1,5,10,Chatty
,,,,,,
2,0,4,5,2,10,Chatty
,,,,,,
4,5,4,2,3,20,Chatty
,,,,,,
0,4,2,1,4,30,Chatty
,,,,,,
5,0,4,4,4,20,Chatty
,,,,,,
3,2,2,1,1,15,Chatty
,,,,,,
2,3,5,0,5,15,Chatty
,,,,,,
5,4,5,4,1,30,Chatty
,,,,,,
0,4,3,2,5,15,Chatty
,,,,,,
5,4,1,0,1,25,Chatty
,,,,,,
4,1,0,2,5,15,Chatty
,,,,,,
3,0,2,1,0,15,Chatty
,,,,,,
4,3,2,1,4,25,Chatty
,,,,,,
5,3,1,3,0,15,Chatty
,,,,,,
0,4,5,5,4,25,Chatty
,,,,,,
0,3,5,4,4,25,Chatty
,,,,,,
3,3,0,0,2,10,Chatty
,,,,,,
0,4,4,3,3,25,Chatty
,,,,,,
4,4,0,4,4,20,Chatty
,,,,,,
5,2,5,5,2,10,Chatty
,,,,,,
2,5,2,0,2,30,Chatty
,,,,,,
5,5,0,0,5,15,Chatty
,,,,,,
0,3,0,0,1,15,Chatty
,,,,,,
5,0,4,0,0,20,Chatty
,,,,,,
0,4,0,3,5,25,Chatty
,,,,,,
1,3,4,4,4,30,Chatty
,,,,,,
0,4,4,2,4,25,Chatty
,,,,,,
1,1,5,2,0,10,Chatty
,,,,,,
4,0,4,2,0,15,Chatty
,,,,,,
4,2,3,5,5,10,Chatty
,,,,,,
5,3,4,3,5,20,Chatty
,,,,,,
4,4,4,1,2,10,Chatty
,,,,,,
5,4,2,1,1,30,Chatty
,,,,,,
1,1,1,1,1,25,Chatty
,,,,,,
0,2,5,1,2,15,Chatty
,,,,,,
3,1,2,2,0,25,Chatty
,,,,,,
0,2,1,2,5,20,Chatty
,,,,,,
1,4,1,2,3,25,Chatty
,,,,,,
0,0,1,2,2,10,Chatty
,,,,,,
2,0,3,5,2,20,Chatty
,,,,,,
3,5,5,1,5,15,Chatty
,,,,,,
3,0,0,3,5,20,Chatty
,,,,,,
1,0,1,0,4,20,Chatty
,,,,,,
0,1,0,1,0,25,Chatty
,,,,,,
0,1,4,2,0,25,Chatty
,,,,,,
0,3,1,1,4,10,Chatty
,,,,,,
5,5,2,0,1,15,Chatty
,,,,,,
0,1,0,4,3,25,Chatty
,,,,,,
4,0,4,4,1,15,Chatty
,,,,,,
3,1,2,0,0,30,Chatty
,,,,,,
4,1,4,5,1,20,Chatty
,,,,,,
4,5,2,2,1,25,Chatty
,,,,,,
5,1,3,5,0,20,Chatty
,,,,,,
4,3,5,3,2,10,Chatty
,,,,,,
0,2,3,2,5,25,Chatty
,,,,,,
2,0,2,1,0,10,Chatty
,,,,,,
2,1,1,4,0,15,Chatty
,,,,,,
3,3,4,1,5,25,Chatty
,,,,,,
5,1,0,4,3,10,Chatty
,,,,,,
1,5,3,4,0,25,Chatty
,,,,,,
4,2,2,0,4,20,Chatty
,,,,,,
1,4,5,2,2,25,Chatty
,,,,,,
3,2,0,3,1,20,Chatty
,,,,,,
4,4,0,2,0,25,Chatty
,,,,,,
4,5,1,4,3,10,Chatty
,,,,,,
4,0,5,1,5,15,Chatty
,,,,,,
0,0,1,1,1,15,Chatty
,,,,,,
0,0,3,5,1,30,Chatty
,,,,,,
4,4,1,4,3,10,Chatty
,,,,,,
3,3,2,0,1,30,Chatty
,,,,,,
4,0,2,4,1,20,Chatty
,,,,,,
4,3,2,2,3,25,Chatty
,,,,,,
0,2,5,5,5,30,Chatty
,,,,,,
0,2,5,5,4,15,Chatty
,,,,,,
3,0,0,1,2,30,Chatty
,,,,,,
5,2,2,4,4,10,Chatty
,,,,,,
0,2,2,0,3,20,Chatty
,,,,,,
5,4,3,2,4,10,Chatty
,,,,,,
4,1,4,2,3,30,Chatty
,,,,,,
1,0,1,3,5,10,Chatty
,,,,,,
1,1,1,3,3,25,Chatty
,,,,,,
0,5,4,4,1,10,Chatty
,,,,,,
4,0,0,5,3,20,Chatty
,,,,,,
1,5,1,4,5,30,Chatty
,,,,,,
0,1,4,5,1,30,Chatty
,,,,,,
4,5,5,3,5,25,Chatty
,,,,,,
5,0,2,2,0,25,Chatty
,,,,,,
4,1,1,1,4,20,Chatty
,,,,,,
1,3,4,0,1,25,Chatty
,,,,,,
1,1,3,4,2,10,Chatty
,,,,,,
0,1,0,2,2,25,Chatty
,,,,,,
4,0,5,0,5,25,Chatty
,,,,,,
1,3,5,2,4,25,Chatty
,,,,,,
1,3,1,4,0,25,Chatty
,,,,,,
5,0,0,5,5,10,Chatty
,,,,,,
1,4,4,4,3,15,Chatty
,,,,,,
2,4,4,2,2,30,Chatty
,,,,,,
5,5,3,5,1,25,Chatty
,,,,,,
2,2,0,5,4,25,Chatty
,,,,,,
4,2,2,2,4,20,Chatty
,,,,,,
4,0,5,4,3,15,Chatty
,,,,,,
5,1,4,1,0,30,Chatty
,,,,,,
3,2,4,2,4,25,Chatty
,,,,,,
5,4,4,0,3,25,Chatty
,,,,,,
2,2,3,5,4,10,Chatty
,,,,,,
3,1,1,0,4,10,Chatty
,,,,,,
3,2,5,1,4,20,Chatty
,,,,,,
1,1,3,2,0,30,Chatty
,,,,,,
4,2,2,2,1,25,Chatty
,,,,,,
2,3,0,2,4,20,Chatty
,,,,,,
0,0,5,3,0,30,Chatty
,,,,,,
5,0,3,3,0,25,Chatty
,,,,,,
5,5,3,3,3,15,Chatty
,,,,,,
0,1,3,1,4,25,Chatty
,,,,,,
3,1,3,1,4,10,Chatty
,,,,,,
4,2,4,2,3,20,Chatty
,,,,,,
0,0,2,0,0,30,Chatty
,,,,,,
2,4,3,5,3,15,Chatty
,,,,,,
5,4,0,5,5,15,Chatty
,,,,,,
5,0,4,1,5,25,Chatty
,,,,,,
0,5,4,1,5,30,Chatty
,,,,,,
1,0,1,0,2,25,Chatty
,,,,,,
3,4,1,1,2,15,Chatty
,,,,,,
0,5,2,3,1,15,Chatty
,,,,,,
0,4,1,4,4,15,Chatty
,,,,,,
5,4,5,0,0,15,Chatty
,,,,,,
5,0,0,3,3,30,Chatty
,,,,,,
0,0,4,5,0,30,Chatty
,,,,,,
3,1,4,0,2,25,Chatty
,,,,,,
5,4,2,1,0,30,Chatty
,,,,,,
0,5,0,4,1,30,Chatty
,,,,,,
0,3,4,3,4,10,Chatty
,,,,,,
1,2,5,0,4,15,Chatty
,,,,,,
5,3,0,3,0,20,Chatty
,,,,,,
3,0,4,1,3,15,Chatty
,,,,,,
0,1,1,0,2,20,Chatty
